func_group,chain,smiles,head_smiles,tail_smiles,carbon_len,ethoxy_len,aromatic_rings,counter_ion,CMC,MW,NVE,logP,chi0,bertzct,chi1,peoe_vsa6,labute_asa,molmr,wiener_index,zagreb_index1,zagreb_index2,walk_count,total_ic
Ethoxylates,C10E4,CCCCCCCCCCOCCOCCOCCOCCO,COCCOCCOCCOCCO,CCCCCCCCC,10,4,0,nan,0.68,334.27192431599997,140,3.1858000000000017,16.849242404917504,181.8509662456208,11.414213562373096,51.8694885601727,142.1916816427955,92.97180000000007,2024,86.0,84.0,22.0,75.68544158008137
Ethoxylates,C8E5,CCCCCCCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCO,CCCCCCC,8,5,0,nan,11.0,350.26683893599994,146,2.4222000000000006,17.55634918610405,193.68566620706025,11.914213562373096,39.02784531432067,147.30522687230234,94.55680000000008,2300,90.0,88.0,23.0,79.17050070284145
Ethoxylates,C10E5,CCCCCCCCCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCO,CCCCCCCCC,10,5,0,nan,0.81,378.29813906399994,158,3.202400000000002,18.970562748477143,216.34129580420978,12.914213562373096,51.8694885601727,160.0351111010956,103.79080000000009,2925,98.0,96.0,25.0,85.52180454624096
Ethoxylates,C12E5,CCCCCCCCCCCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCO,CCCCCCCCCCC,12,5,0,nan,0.064,406.3294391919999,170,3.9826000000000037,20.384776310850235,239.41153254660225,13.914213562373096,64.71113180602472,172.76499532988882,113.0248000000001,3654,106.0,104.0,27.0,91.79842846357222
Ethoxylates,C8E6,CCCCCCCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCO,CCCCCCC,8,6,0,nan,9.9,394.2930536839999,164,2.438800000000001,19.67766952966369,230.4847256949994,13.414213562373096,39.02784531432067,165.14865633060245,105.37580000000008,3276,102.0,100.0,26.0,88.92080940883525
Ethoxylates,C10E6,CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCO,CCCCCCCCC,10,6,0,nan,0.9,422.3243538119999,176,3.2190000000000025,21.09188309203678,253.88639391110314,14.414213562373096,51.8694885601727,177.8785405593957,114.6098000000001,4060,110.0,108.0,28.0,95.3185717441447
Ethoxylates,C12E6,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCO,CCCCCCCCCCC,12,6,0,nan,0.087,450.35565393999985,188,3.999200000000003,22.506096654409873,277.65239886768137,15.414213562373096,64.71113180602472,190.60842478818893,123.84380000000012,4960,118.0,116.0,30.0,101.6444562732074
Ethoxylates,C14E6,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCO,CCCCCCCCCCCCC,14,6,0,nan,0.01,478.38695406799985,200,4.779400000000005,23.920310216782966,301.76226005674357,16.414213562373096,77.55277505187675,203.33830901698215,133.07780000000008,5984,126.0,124.0,32.0,107.90924189594043
Ethoxylates,C12E7,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCC,12,7,0,nan,0.08,494.3818686879998,206,4.015800000000003,24.62741699796951,314.76230393084313,16.914213562373092,64.71113180602472,208.45185424648903,134.66280000000006,6545,130.0,128.0,33.0,111.45462465158647
Ethoxylates,C16E7,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCCCCCC,16,7,0,nan,0.017,550.4444689439998,230,5.576200000000006,27.455844122715696,364.4491277464471,18.914213562373092,90.39441829772878,233.91162270407548,153.13079999999982,9139,146.0,144.0,37.0,124.01872986523065
Ethoxylates,C8E8,CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCC,8,8,0,nan,9.7,482.34548317999986,200,2.4720000000000035,23.920310216782966,305.0567521525266,16.414213562373096,39.02784531432067,200.83551524720266,127.0138000000001,5984,126.0,124.0,32.0,108.36703828276995
Ethoxylates,C10E8,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCC,10,8,0,nan,1.0,510.37678330799986,212,3.252200000000004,25.334523779156058,329.71415978608263,17.414213562373092,51.8694885601727,213.56539947599592,136.24780000000004,7140,134.0,132.0,34.0,114.83559255453288
Ethoxylates,C11E8,CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCC,11,8,0,nan,0.3,524.3924333719999,218,3.6423000000000036,26.041630560342604,341.1534856855519,17.914213562373092,58.29031018309871,219.93034159039254,140.86479999999997,7770,138.0,136.0,35.0,118.0445367506249
Ethoxylates,C12E8,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCC,12,8,0,nan,0.109,538.4080834359999,224,4.032400000000004,26.74873734152915,354.66432288382504,18.414213562373092,64.71113180602472,226.29528370478914,145.4817999999999,8436,142.0,140.0,36.0,121.23812224344712
Ethoxylates,C13E8,CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCCC,13,8,0,nan,0.027,552.4237334999998,230,4.422500000000005,27.455844122715696,366.2450717430223,18.914213562373092,71.13195342895074,232.66022581918574,150.09879999999984,9139,146.0,144.0,37.0,124.41735511509889
Ethoxylates,C14E8,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCCCC,14,8,0,nan,0.009,566.4393835639999,236,4.812600000000006,28.162950903902242,379.8941927109336,19.414213562373092,77.55277505187675,239.02516793358237,154.7157999999998,9880,150.0,148.0,38.0,127.58314563270865
Ethoxylates,C15E8,CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCCCCC,15,8,0,nan,0.0035,580.4550336279998,242,5.202700000000006,28.87005768508879,391.610204182233,19.914213562373092,83.97359667480276,245.39011004797896,159.33279999999974,10660,154.0,152.0,39.0,130.73632005169964
Ethoxylates,C16E8,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCCCCCC,16,8,0,nan,0.0025,594.4706836919999,248,5.592800000000007,29.577164466275335,405.391680247616,20.414213562373092,90.39441829772878,251.7550521623756,163.94979999999967,11480,158.0,156.0,40.0,133.877630654284
Ethoxylates,C10E9,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCC,10,9,0,nan,1.3,554.4029980559999,230,3.2688000000000046,27.455844122715696,367.8306268482162,18.914213562373092,51.8694885601727,231.40882893429603,147.0667999999999,9139,146.0,144.0,37.0,124.56828358534526
Ethoxylates,C12E9,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCC,12,9,0,nan,0.1,582.4342981839999,242,4.049000000000006,28.87005768508879,393.2936160000778,19.914213562373092,64.71113180602472,244.13871316308925,156.30079999999978,10660,154.0,152.0,39.0,131.00121481997712
Ethoxylates,C16E9,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCCCCCC,16,9,0,nan,0.0021,638.4968984399999,266,5.609400000000007,31.698484809834973,444.9766371820717,21.914213562373092,90.39441829772878,269.59848162067567,174.76879999999954,14190,170.0,168.0,43.0,143.70663287724773
Ethoxylates,C12E12,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCC,12,12,0,nan,0.14,714.512942428,296,4.0988000000000095,35.234018715767704,517.0291180315857,24.414213562373092,64.71113180602472,297.6690015379896,188.75779999999935,19600,190.0,188.0,48.0,160.2067187124268
Ethoxylates,C16E12,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCCCCCC,16,12,0,nan,0.0023,770.575542684,320,5.659200000000009,38.06244584051389,571.1843288416134,26.414213562373092,90.39441829772878,323.12876999557596,207.2257999999991,24804,206.0,204.0,52.0,173.06800109185062
Ethoxylates,C8PhE1,CCCCCCCCC1=CC=C(C=C1)OCCO,COCCO,C1=CC=C(C=C1)CCCCCCC,8,1,1,nan,0.0495,250.193280072,102,3.960700000000004,13.054195474990921,292.47019948557346,8.863703305156273,51.16057945124389,110.98860324516596,76.10280000000006,825,76.0,80.0,18.0,52.00355854837268
Ethoxylates,C8PhE2,CCCCCCCCC1=CC=C(C=C1)OCCOCCO,COCCOCCO,C1=CC=C(C=C1)CCCCCCC,8,2,1,nan,0.0765,294.21949481999997,120,3.9773000000000036,15.175515818550565,334.8216047540919,10.363703305156273,51.16057945124389,128.83203270346604,86.92180000000006,1330,88.0,92.0,21.0,62.273437044165625
Ethoxylates,C8PhE3,CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCO,COCCOCCOCCO,C1=CC=C(C=C1)CCCCCCC,8,3,1,nan,0.103,338.24570956799994,138,3.993900000000004,17.296836162110207,377.73016778818317,11.863703305156273,51.16057945124389,146.67546216176618,97.74080000000008,2024,100.0,104.0,24.0,72.3505992171404
Ethoxylates,C8PhE4,CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCO,COCCOCCOCCOCCO,C1=CC=C(C=C1)CCCCCCC,8,4,1,nan,0.13,382.2719243159999,156,4.010500000000004,19.418156505669845,421.2162428933683,13.363703305156273,51.16057945124389,164.51889162006628,108.5598000000001,2934,112.0,116.0,27.0,82.31552625153594
Ethoxylates,C8PhE5,CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCO,C1=CC=C(C=C1)CCCCCCC,8,5,1,nan,0.15,426.2981390639999,174,4.027100000000004,21.539476849229484,465.26888698152874,14.863703305156273,51.16057945124389,182.3623210783664,119.3788000000001,4087,124.0,128.0,30.0,92.20839332550388
Ethoxylates,C8PhE6,CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCO,C1=CC=C(C=C1)CCCCCCC,8,6,1,nan,0.21,470.32435381199986,192,4.043700000000004,23.660797192789122,509.8667926618307,16.36370330515627,51.16057945124389,200.2057505366665,130.19780000000011,5510,136.0,140.0,33.0,102.05191200129691
Ethoxylates,C8PhE7,CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCO,C1=CC=C(C=C1)CCCCCCC,8,7,1,nan,0.25,514.3505685599998,210,4.060300000000004,25.78211753634876,554.9855838279826,17.86370330515627,51.16057945124389,218.0491799949666,141.01679999999996,7230,148.0,152.0,36.0,111.86002159803127
Ethoxylates,C8PhE8,CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCO,C1=CC=C(C=C1)CCCCCCC,8,8,1,nan,0.28,558.3767833079999,228,4.076900000000005,27.9034378799084,600.6006799125787,19.36370330515627,51.16057945124389,235.89260945326672,151.8357999999998,9274,160.0,164.0,39.0,121.64180143498326
Ethoxylates,C8PhE9,CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,C1=CC=C(C=C1)CCCCCCC,8,9,1,nan,0.3,602.4029980559999,246,4.093500000000006,30.024758223468037,646.6884614985277,20.86370330515627,51.16057945124389,253.73603891156682,162.65479999999968,11669,172.0,176.0,42.0,131.40344031119966
Ethoxylates,C9PhE9,CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCOCCO,C1=CC=C(C=C1)CCCCCCCC,9,9,1,nan,0.11,616.4186481199998,252,4.483600000000006,30.731865004654583,661.5884227215855,21.363703305156275,57.581401074169904,260.10098102596345,167.27179999999962,12510,176.0,180.0,43.0,134.6118316756578
Ethoxylates,C9PhE15,CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,C1=CC=C(C=C1)CCCCCCCC,9,15,1,nan,0.12,880.575936608,360,4.583200000000012,43.45978706601242,947.7599103986976,30.363703305156275,57.581401074169904,367.161557775764,232.185799999999,36654,248.0,252.0,61.0,192.99876520391425
Ethoxylates,C9PhE20,CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,C1=CC=C(C=C1)CCCCCCCC,9,20,1,nan,0.16,1100.7070103480003,450,4.666200000000018,54.06638878381061,1195.8263988203184,37.86370330515627,57.581401074169904,456.37870506726443,286.28079999999954,71624,308.0,312.0,76.0,241.47437653045762
Carboxylic Acid,C8,CCCCCCCCC(=O)[O-],CC(=O)[O-],CCCCCCC,8,0,0,Na+,360.0,157.12340336391,66,1.4868999999999999,8.52709773749546,99.73585546369786,5.270055610029662,39.02784531432067,68.6145437952422,43.000000000000014,212,40.0,38.0,10.0,34.58974450337633
Carboxylic Acid,C10,CCCCCCCCCCC(=O)[O-],CC(=O)[O-],CCCCCCCCC,10,0,0,Na+,95.0,185.15470349191,78,2.2671,9.941311299868556,121.2586863990795,6.270055610029663,51.8694885601727,81.34442802403544,52.23400000000004,354,48.0,46.0,12.0,40.6813229191473
Carboxylic Acid,C12,CCCCCCCCCCCCC(=O)[O-],CC(=O)[O-],CCCCCCCCCCC,12,0,0,Na+,27.5,213.18600361991,90,3.047300000000001,11.355524862241651,143.47137920080513,7.270055610029663,64.71113180602472,94.07431225282866,61.46800000000005,548,56.0,54.0,14.0,46.67500271529218
Carboxylic Acid,C14,CCCCCCCCCCCCCCC(=O)[O-],CC(=O)[O-],CCCCCCCCCCCCC,14,0,0,Na+,7.2,241.21730374791002,102,3.8275000000000023,12.769738424614747,166.30475487798427,8.270055610029663,77.55277505187675,106.80419648162189,70.70200000000006,802,64.0,62.0,16.0,52.59904218579523
Carboxylic Acid,C16,CCCCCCCCCCCCCCCCC(=O)[O-],CC(=O)[O-],CCCCCCCCCCCCCCC,16,0,0,Na+,1.9,269.24860387591,114,4.607700000000004,14.183951986987843,189.7010862108803,9.270055610029663,90.39441829772878,119.53408071041511,79.93600000000006,1124,72.0,70.0,18.0,58.47099110325205
Carboxylic Acid,C18,CCCCCCCCCCCCCCCCCCC(=O)[O-],CC(=O)[O-],CCCCCCCCCCCCCCCCC,18,0,0,Na+,0.5,297.27990400391,126,5.387900000000005,15.598165549360939,213.61189310154847,10.270055610029663,103.2360615435808,132.26396493920834,89.17000000000007,1522,80.0,78.0,20.0,64.30250043369992
NMe2NBzCl,C8,CCCCCCCC[N+](C)(C)CC1=CC=C([N+](=O)[O-])C=C1,C[N+](C)(C)CC1=CC=C([N+](=O)[O-])C=C1,CCCCCCC,8,0,1,Cl-,57.0,293.22235458809,118,4.531700000000004,15.717332181807452,426.92117784826087,9.943488886404996,32.60702369139466,128.06854725715817,87.15180000000005,1174,96.0,103.0,21.0,67.82449232878088
NMe2NBzCl,C10,CCCCCCCCCC[N+](C)(C)CC1=CC=C([N+](=O)[O-])C=C1,C[N+](C)(C)CC1=CC=C([N+](=O)[O-])C=C1,CCCCCCCCC,10,0,1,Cl-,23.0,321.25365471609,130,5.311900000000005,17.131545744180546,454.9423463687912,10.943488886404998,45.448666937246685,140.79843148595137,96.38580000000007,1590,104.0,111.0,23.0,74.03624694096874
NMe2NBzCl,C12,CCCCCCCCCCCC[N+](C)(C)CC1=CC=C([N+](=O)[O-])C=C1,C[N+](C)(C)CC1=CC=C([N+](=O)[O-])C=C1,CCCCCCCCCCC,12,0,1,Cl-,3.6,349.28495484408995,142,6.0921000000000065,18.54575930655364,483.1743459185833,11.943488886404998,58.29031018309871,153.5283157147446,105.61980000000008,2098,112.0,119.0,25.0,80.17173083736115
NMe2NBzCl,C14,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=C([N+](=O)[O-])C=C1,C[N+](C)(C)CC1=CC=C([N+](=O)[O-])C=C1,CCCCCCCCCCCCC,14,0,1,Cl-,0.51,377.31625497209,154,6.872300000000008,19.959972868926734,511.61456249609563,12.943488886404998,71.13195342895074,166.25819994353785,114.85380000000008,2706,120.0,127.0,27.0,86.24591602637034
NMe2NBzCl,C16,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=C([N+](=O)[O-])C=C1,C[N+](C)(C)CC1=CC=C([N+](=O)[O-])C=C1,CCCCCCCCCCCCCCC,16,0,1,Cl-,0.13,405.34755510009,166,7.652500000000009,21.37418643129983,540.2592657080039,13.943488886404996,83.97359667480276,178.98808417233104,124.08780000000009,3422,128.0,135.0,29.0,92.2697549773388
NMe2NBzCl,C18,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=C([N+](=O)[O-])C=C1,C[N+](C)(C)CC1=CC=C([N+](=O)[O-])C=C1,CCCCCCCCCCCCCCCCC,18,0,1,Cl-,0.029,433.37885522809,178,8.432700000000008,22.788399993672922,569.1040950143389,14.943488886404996,96.81523992065479,191.7179684011243,133.32180000000002,4254,136.0,143.0,31.0,98.25150267093011
SO3H,C13,CCCCCCCCCCCCCS(=O)(=O)[O-],CS(=O)(=O)[O-],CCCCCCCCCCCC,13,0,0,H+,2.6,263.16863930391,104,3.8426000000000027,12.985281374238573,247.39018958008543,8.060660171779823,71.13195342895074,106.74719241062947,71.02520000000005,776,68.0,66.0,16.0,58.972424823629765
SO3H,C14,CCCCCCCCCCCCCCS(=O)(=O)[O-],CS(=O)(=O)[O-],CCCCCCCCCCCCC,14,0,0,H+,1.32,277.18428936791,110,4.232700000000003,13.692388155425121,260.2126692502176,8.560660171779823,77.55277505187675,113.11213452502608,75.64220000000006,926,72.0,70.0,17.0,62.12637075917944
SO3H,C15,CCCCCCCCCCCCCCCS(=O)(=O)[O-],CS(=O)(=O)[O-],CCCCCCCCCCCCCC,15,0,0,H+,0.48,291.19993943191,116,4.622800000000004,14.399494936611669,273.11527403653605,9.060660171779823,83.97359667480276,119.47707663942269,80.25920000000006,1094,76.0,74.0,18.0,65.25447743045186
SO3H,C16,CCCCCCCCCCCCCCCCS(=O)(=O)[O-],CS(=O)(=O)[O-],CCCCCCCCCCCCCCC,16,0,0,H+,0.28,305.21558949591,122,5.012900000000005,15.106601717798217,286.0971101320948,9.560660171779821,90.39441829772878,125.8420187538193,84.87620000000007,1281,80.0,78.0,19.0,68.35989065085712
SO3H,C17,CCCCCCCCCCCCCCCCCS(=O)(=O)[O-],CS(=O)(=O)[O-],CCCCCCCCCCCCCCCC,17,0,0,H+,0.14,319.23123955990997,128,5.403000000000005,15.813708498984765,299.157081318921,10.060660171779821,96.81523992065479,132.2069608682159,89.49320000000007,1488,84.0,82.0,20.0,71.44521423873276
NH3Ac,C10,CCCCCCCCCC[NH3+],C[NH3+],CCCCCCCCC,10,0,0,Ac-,40.0,158.19032618808998,68,2.3689999999999998,8.36396103067893,53.89311688209828,5.414213562373096,45.448666937246685,71.36362075441176,50.36510000000002,220,38.0,36.0,10.0,36.266524626892455
NH3Ac,C12,CCCCCCCCCCCC[NH3+],C[NH3+],CCCCCCCCCCC,12,0,0,Ac-,13.0,186.22162631609,80,3.1492000000000004,9.778174593052025,71.19366193720087,6.414213562373096,58.29031018309871,84.09350498320498,59.59910000000004,364,46.0,44.0,12.0,42.034144363074645
NH3Ac,C14,CCCCCCCCCCCCCC[NH3+],C[NH3+],CCCCCCCCCCCCC,14,0,0,Ac-,4.0,214.25292644409,92,3.929400000000001,11.192388155425121,89.51182269698973,7.414213562373096,71.13195342895074,96.8233892119982,68.83310000000006,560,54.0,52.0,14.0,47.7627071200425
NH3Ac,C16,CCCCCCCCCCCCCCCC[NH3+],C[NH3+],CCCCCCCCCCCCCCC,16,0,0,Ac-,0.8,242.28422657209,104,4.709600000000003,12.606601717798217,108.69358616951132,8.414213562373096,83.97359667480276,109.55327344079141,78.06710000000007,816,62.0,60.0,16.0,53.462484039926316
NH3Ac,C18,CCCCCCCCCCCCCCCCCC[NH3+],C[NH3+],CCCCCCCCCCCCCCCCC,18,0,0,Ac-,0.3,270.31552670009,116,5.489800000000004,14.020815280171313,128.62570933197804,9.414213562373096,96.81523992065479,122.28315766958464,87.30110000000008,1140,70.0,68.0,18.0,59.14016609089252
